Correct_Answer	Answer_Type	Asset_type	Asset_File	possible_answers	randomize_answers
TBD	point estimate	tsv	match_103.txt	no answer	false
TBD	point estimate	tsv	match_104.txt	no answer	false
TBD	point estimate	tsv	match_105.txt	no answer	false
TBD	point estimate	tsv	match_106.txt	no answer	false
TBD	point estimate	tsv	match_107.txt	no answer	false
TBD	point estimate	tsv	match_108.txt	no answer	false
TBD	point estimate	tsv	match_109.txt	no answer	false
TBD	point estimate	tsv	match_110.txt	no answer	false
TBD	point estimate	tsv	match_111.txt	no answer	false
TBD	point estimate	tsv	match_112.txt	no answer	false
TBD	point estimate	tsv	match_113.txt	no answer	false
TBD	point estimate	tsv	match_114.txt	no answer	false
TBD	point estimate	tsv	match_115.txt	no answer	false
TBD	point estimate	tsv	match_116.txt	no answer	false
TBD	point estimate	tsv	match_117.txt	no answer	false
TBD	point estimate	tsv	match_118.txt	no answer	false
TBD	point estimate	tsv	match_119.txt	no answer	false
TBD	point estimate	tsv	match_120.txt	no answer	false
TBD	point estimate	tsv	match_121.txt	no answer	false
TBD	point estimate	tsv	match_122.txt	no answer	false
TBD	point estimate	tsv	match_123.txt	no answer	false
TBD	point estimate	tsv	match_124.txt	no answer	false
TBD	point estimate	tsv	match_125.txt	no answer	false
TBD	point estimate	tsv	match_126.txt	no answer	false
TBD	point estimate	tsv	match_127.txt	no answer	false
TBD	point estimate	tsv	match_128.txt	no answer	false
TBD	point estimate	tsv	match_129.txt	no answer	false
TBD	point estimate	tsv	match_130.txt	no answer	false
TBD	point estimate	tsv	match_131.txt	no answer	false
TBD	point estimate	tsv	match_132.txt	no answer	false
TBD	point estimate	tsv	match_133.txt	no answer	false
TBD	point estimate	tsv	match_134.txt	no answer	false
TBD	point estimate	tsv	match_135.txt	no answer	false
TBD	point estimate	tsv	match_136.txt	no answer	false
TBD	point estimate	tsv	match_137.txt	no answer	false
TBD	point estimate	tsv	match_138.txt	no answer	false
TBD	point estimate	tsv	match_139.txt	no answer	false
TBD	point estimate	tsv	match_140.txt	no answer	false
TBD	point estimate	tsv	match_141.txt	no answer	false
TBD	point estimate	tsv	match_142.txt	no answer	false
TBD	point estimate	tsv	match_143.txt	no answer	false
TBD	point estimate	tsv	match_144.txt	no answer	false
TBD	point estimate	tsv	match_145.txt	no answer	false
TBD	point estimate	tsv	match_146.txt	no answer	false
TBD	point estimate	tsv	match_147.txt	no answer	false
TBD	point estimate	tsv	match_148.txt	no answer	false
TBD	point estimate	tsv	match_149.txt	no answer	false
TBD	point estimate	tsv	match_150.txt	no answer	false
TBD	point estimate	tsv	match_151.txt	no answer	false
TBD	point estimate	tsv	match_152.txt	no answer	false
TBD	point estimate	tsv	match_153.txt	no answer	false
TBD	point estimate	tsv	match_154.txt	no answer	false
TBD	point estimate	tsv	match_155.txt	no answer	false
TBD	point estimate	tsv	match_156.txt	no answer	false
TBD	point estimate	tsv	match_157.txt	no answer	false
TBD	point estimate	tsv	match_158.txt	no answer	false
TBD	point estimate	tsv	match_159.txt	no answer	false
TBD	point estimate	tsv	match_160.txt	no answer	false
TBD	point estimate	tsv	match_161.txt	no answer	false
TBD	point estimate	tsv	match_162.txt	no answer	false
TBD	point estimate	tsv	match_163.txt	no answer	false
TBD	point estimate	tsv	match_164.txt	no answer	false
TBD	point estimate	tsv	match_165.txt	no answer	false
TBD	point estimate	tsv	match_166.txt	no answer	false
TBD	point estimate	tsv	match_167.txt	no answer	false
TBD	point estimate	tsv	match_168.txt	no answer	false
TBD	point estimate	tsv	match_169.txt	no answer	false
TBD	point estimate	tsv	match_170.txt	no answer	false
TBD	point estimate	tsv	match_171.txt	no answer	false
TBD	point estimate	tsv	match_172.txt	no answer	false
TBD	point estimate	tsv	match_173.txt	no answer	false
TBD	point estimate	tsv	match_174.txt	no answer	false
TBD	point estimate	tsv	match_175.txt	no answer	false
TBD	point estimate	tsv	match_176.txt	no answer	false
TBD	point estimate	tsv	match_177.txt	no answer	false
TBD	point estimate	tsv	match_178.txt	no answer	false
